year,customer_id,phone_no,gender,age,no_of_days_subscribed,multi_screen,mail_subscribed,weekly_mins_watched,minimum_daily_mins,maximum_daily_mins,weekly_max_night_mins,videos_watched,maximum_days_inactive,customer_support_calls,churn
2020,235673,337-4339,1,39,53,0,1,38.85,6.5,4.4,64,7,2.0,1,0.0
2020,235786,405-6943,1,25,64,0,0,337.2,9.2,38.22,110,2,3.0,1,0.0
2020,236046,345-9018,1,54,102,0,0,154.65,11.2,17.53,92,5,4.0,1,0.0
2020,236444,399-5564,1,25,59,0,0,241.35,5.0,27.35,97,5,2.0,3,0.0
2020,237466,388-4879,1,39,72,0,1,280.05,16.5,31.74,119,4,5.0,1,0.0
2020,237750,383-2566,1,29,106,0,0,411.6,6.0,46.65,62,3,2.0,1,0.0
2020,237844,336-6128,0,49,115,0,1,217.5,14.2,24.65,138,3,4.0,2,0.0
2020,239644,328-1222,1,41,118,0,0,283.2,8.2,32.1,100,7,3.0,4,0.0
2020,239711,388-5850,1,66,138,0,0,291.45,9.0,33.03,102,3,3.0,5,0.0
2020,239762,398-1959,0,43,162,0,0,276.75,11.6,31.37,82,3,4.0,1,0.0
2020,239960,374-9576,1,46,90,1,0,222.3,9.2,25.19,97,1,3.0,4,1.0
2020,240273,330-5255,1,43,104,0,0,195.75,13.0,22.19,63,6,4.0,0,0.0
2020,241002,350-2012,1,30,165,0,0,225.75,10.3,25.59,93,2,3.0,1,0.0
2020,241017,360-2690,1,41,87,0,1,227.1,0.0,25.74,109,0,0.0,1,0.0
2020,241422,346-9317,0,44,36,0,0,236.4,11.9,26.79,99,1,4.0,0,0.0
2020,241776,331-6629,1,47,138,1,0,253.95,9.4,28.78,77,9,3.0,1,0.0
2020,241949,339-1405,0,64,151,0,0,234.6,7.7,26.59,141,6,3.0,4,0.0
2020,241973,329-9364,0,41,148,0,0,303.0,10.9,34.34,90,3,3.0,1,0.0
2020,242235,378-5692,1,29,45,0,1,294.9,11.9,33.42,108,3,4.0,0,0.0
2020,242476,361-3779,0,35,50,0,1,288.9,7.9,32.74,101,2,3.0,2,0.0
2020,242544,334-5634,1,36,150,0,0,253.8,12.6,28.76,107,3,4.0,1,0.0
2020,242716,355-6560,1,37,102,1,0,350.7,12.8,39.75,106,3,4.0,0,0.0
2020,243956,327-3954,1,29,99,0,0,297.3,8.7,33.69,113,3,3.0,4,0.0
2020,246063,418-3426,0,41,132,0,0,265.05,9.1,30.04,120,4,3.0,2,0.0
2020,246664,390-9359,1,49,31,0,1,150.15,5.9,17.02,131,3,2.0,0,0.0
2020,247057,374-2073,1,38,106,0,0,331.05,8.7,37.52,113,5,3.0,1,0.0
2020,247220,408-1486,1,36,201,0,1,288.0,15.1,32.64,125,3,5.0,1,0.0
2020,247570,393-7984,0,32,77,0,0,93.6,5.7,10.61,64,6,2.0,5,1.0
2020,247605,342-6316,1,43,102,0,0,172.2,12.0,19.52,101,4,4.0,0,0.0
2020,248522,402-1251,0,22,94,0,0,236.85,8.0,26.84,84,5,3.0,4,1.0
2020,248609,418-3017,0,23,72,0,1,207.15,8.2,23.48,118,2,3.0,2,0.0
2020,249003,353-1352,1,36,174,0,1,332.7,12.4,37.71,109,9,4.0,1,0.0
2020,249248,389-5988,0,24,56,0,1,182.55,12.7,20.69,98,3,4.0,1,0.0
2020,250741,340-9910,1,38,106,0,0,171.6,0.0,19.45,78,0,0.0,2,0.0
2020,251392,405-3335,0,39,132,0,1,231.9,9.1,26.28,90,4,3.0,1,0.0
2020,251636,345-1419,0,29,27,0,0,290.7,9.2,32.95,124,3,3.0,0,0.0
2020,251664,418-7846,0,46,152,0,0,295.65,7.4,33.51,100,4,2.0,3,0.0
2020,251979,352-7234,1,41,101,0,0,372.9,6.1,42.26,86,3,2.0,3,0.0
2020,252051,357-9832,0,30,139,0,1,144.3,12.9,16.35,84,10,4.0,2,0.0
2020,252123,403-4917,1,24,98,0,0,257.55,7.8,29.19,130,6,3.0,1,0.0
2020,252359,369-6012,0,30,141,0,1,323.1,7.8,36.62,89,6,3.0,1,0.0
2020,252410,380-5246,1,39,48,0,0,192.3,8.9,21.79,80,3,3.0,0,0.0
2020,252774,386-9141,0,43,103,0,0,297.75,12.4,33.75,124,5,4.0,0,0.0
2020,253133,334-6519,1,36,76,0,0,409.05,7.7,46.36,105,2,3.0,0,1.0
2020,253793,335-1874,0,29,87,0,0,483.75,9.4,54.83,128,4,3.0,2,1.0
2020,253844,390-2805,1,52,103,0,0,369.75,11.7,41.91,96,4,4.0,1,0.0
2020,254866,420-1383,1,33,112,0,0,365.1,12.8,41.38,94,2,4.0,1,0.0
2020,254883,418-6752,1,66,118,0,0,200.1,5.9,22.68,129,4,2.0,1,0.0
2020,255429,388-7701,0,40,157,0,0,294.0,7.9,33.32,81,6,3.0,1,0.0
2020,256057,377-1218,1,27,50,0,1,321.45,10.6,36.43,130,4,3.0,1,0.0
2020,256062,359-4587,0,49,178,0,0,413.1,13.6,46.82,126,3,4.0,1,0.0
2020,256219,398-8122,1,36,163,0,1,347.85,12.3,39.42,74,3,4.0,2,0.0
2020,256313,400-3343,0,42,121,1,1,381.15,8.7,43.2,129,4,3.0,3,0.0
2020,257020,347-7898,1,38,18,0,0,410.4,8.2,46.51,120,4,3.0,1,0.0
2020,257985,331-3174,1,36,131,0,1,103.65,9.1,11.75,94,4,3.0,0,0.0
2020,258463,350-5883,1,39,120,0,0,298.2,9.9,33.8,81,3,3.0,2,0.0
2020,258594,345-2931,1,39,127,0,0,331.5,6.8,37.57,96,4,2.0,2,0.0
2020,258935,344-3388,0,41,122,0,0,365.7,13.7,41.45,84,8,4.0,2,0.0
2020,259373,378-4145,0,25,66,0,1,382.35,5.4,43.33,95,3,2.0,2,0.0
2020,261566,335-4414,0,54,110,0,0,277.65,6.3,31.47,104,4,2.0,3,0.0
2020,262203,385-3540,0,35,36,0,0,175.65,9.0,19.91,108,2,3.0,0,0.0
2020,262632,402-9558,0,44,108,0,0,369.3,9.4,41.85,95,5,3.0,1,0.0
2020,262957,403-3229,1,46,126,0,0,339.3,6.4,38.45,110,2,2.0,0,0.0
2020,263042,400-7253,0,32,84,0,1,238.65,13.0,27.05,108,18,4.0,1,0.0
2020,263043,345-3934,1,33,35,0,0,223.95,8.9,25.38,104,6,3.0,2,0.0
2020,263481,346-2347,0,43,137,0,0,220.8,10.2,25.02,105,4,3.0,1,0.0
2020,263575,402-2377,1,32,66,0,0,384.45,6.2,43.57,135,7,2.0,2,0.0
2020,266025,338-7886,1,33,98,0,0,325.2,11.0,36.86,79,9,3.0,0,0.0
2020,266756,388-6223,1,62,156,0,0,268.2,7.5,30.4,77,3,3.0,1,0.0
2020,267146,327-1319,0,35,22,0,1,273.15,12.7,30.96,102,4,4.0,3,0.0
2020,267608,347-4982,1,44,111,0,0,286.95,6.4,32.52,107,3,2.0,2,0.0
2020,268053,357-5696,1,23,91,0,0,229.5,10.3,26.01,76,15,3.0,1,1.0
2020,268337,418-2402,0,59,176,0,1,424.8,7.2,48.14,104,6,2.0,1,0.0
2020,269031,400-3945,0,29,182,0,0,157.35,8.0,17.83,91,5,3.0,2,0.0
2020,269302,402-6666,0,32,29,0,0,295.2,12.7,33.46,98,7,4.0,2,0.0
2020,269318,383-2537,1,29,189,0,0,312.45,11.3,35.41,120,5,4.0,3,0.0
2020,269603,417-4826,0,37,106,1,0,306.0,13.3,34.68,102,3,4.0,3,1.0
2020,270563,415-6578,1,55,79,0,0,320.4,8.8,36.31,157,3,3.0,2,0.0
2020,271100,345-3734,1,42,96,0,1,263.7,11.1,29.89,105,2,3.0,2,0.0
2020,271380,361-2924,0,38,109,0,0,328.35,11.3,37.21,110,4,3.0,2,0.0
2020,271398,366-1613,1,47,136,0,0,389.1,10.7,44.1,78,6,3.0,1,1.0
2020,271652,333-8180,1,49,140,0,0,353.25,11.5,40.04,111,4,4.0,2,0.0
2020,272154,375-4107,0,25,58,0,0,168.3,13.9,19.07,78,1,4.0,0,1.0
2020,272920,401-3622,0,39,56,0,0,379.8,4.4,43.04,133,4,2.0,1,0.0
2020,273583,327-9341,0,44,122,0,1,219.6,15.6,24.89,91,4,5.0,2,0.0
2020,274134,407-2441,1,46,153,0,0,183.75,8.0,20.83,71,3,3.0,2,0.0
2020,274162,401-5586,1,46,138,0,0,200.85,15.4,22.76,139,3,5.0,1,0.0
2020,274503,343-3846,1,62,114,0,0,258.0,10.1,29.24,100,9,3.0,1,0.0
2020,274924,387-2604,0,49,99,1,0,363.45,11.3,41.19,93,3,4.0,0,1.0
2020,275130,361-7998,0,35,131,0,1,289.05,10.9,32.76,59,6,3.0,2,0.0
2020,275235,406-4588,1,44,114,0,0,254.4,7.4,28.83,124,8,2.0,1,0.0
2020,275244,398-3004,1,29,86,0,1,296.85,10.1,33.64,120,9,3.0,0,0.0
2020,275265,363-6896,0,47,154,0,0,287.1,10.2,32.54,121,3,3.0,3,0.0
2020,276226,355-9581,0,38,51,0,0,389.85,15.3,44.18,112,1,5.0,1,0.0
2020,276523,397-9148,1,37,118,0,1,256.2,9.6,29.04,98,5,3.0,5,1.0
2020,276595,395-3026,0,46,106,0,0,315.9,12.4,35.8,88,1,4.0,2,1.0
2020,277142,375-2184,1,39,108,1,1,195.15,13.6,22.12,80,5,4.0,3,1.0
2020,277529,385-1830,1,30,166,0,0,331.05,12.4,37.52,102,9,4.0,1,0.0
2020,278445,388-9944,1,46,131,0,0,141.6,13.1,16.05,108,9,4.0,2,0.0
2020,278545,385-1985,1,32,64,0,0,309.3,13.6,35.05,96,2,4.0,1,0.0
2020,279171,377-4169,0,42,76,1,0,361.5,9.9,40.97,67,1,3.0,1,1.0
2020,279465,416-1676,0,36,127,0,0,399.9,5.9,45.32,119,2,2.0,1,1.0
2020,279626,385-2564,1,23,72,0,0,248.85,12.0,28.2,120,5,4.0,2,0.0
2020,280486,331-2144,0,39,1,0,1,312.0,8.1,35.36,144,9,3.0,1,0.0
2020,280889,389-6790,1,44,114,0,1,231.6,10.3,26.25,103,5,3.0,0,0.0
2020,280914,392-3315,0,26,118,0,0,231.9,12.6,26.28,102,5,4.0,2,0.0
2020,280972,384-5632,0,36,93,1,1,338.55,14.0,38.37,125,7,4.0,1,1.0
2020,281570,416-8827,1,23,117,0,0,153.45,15.7,17.39,93,10,5.0,3,0.0
2020,282176,355-6291,1,22,120,0,0,318.15,5.3,36.06,96,5,2.0,1,1.0
2020,283199,365-8779,0,30,108,0,0,254.4,9.3,28.83,78,4,3.0,0,0.0
2020,283507,360-1776,0,34,131,0,0,169.2,10.1,19.18,105,5,3.0,0,0.0
2020,284641,400-6999,0,32,83,0,1,233.85,13.1,26.5,105,5,4.0,3,0.0
2020,285380,383-6373,0,33,62,0,0,421.5,0.0,47.77,74,0,0.0,1,0.0
2020,285996,334-1311,0,32,157,0,1,291.45,7.1,33.03,114,5,2.0,1,0.0
2020,286521,335-1838,0,41,132,0,0,149.25,9.7,16.92,124,3,3.0,0,0.0
2020,287365,408-4323,1,51,149,0,0,356.4,9.1,40.39,111,9,3.0,0,0.0
2020,287839,345-1998,0,30,165,0,0,364.35,0.0,41.29,126,0,0.0,1,0.0
2020,287872,380-3561,1,37,83,1,0,407.25,11.7,46.16,105,4,4.0,1,0.0
2020,288193,393-7826,1,42,24,0,0,398.4,11.1,45.15,105,6,3.0,2,1.0
2020,288898,419-9688,1,36,107,1,0,351.15,10.0,39.8,100,3,3.0,1,0.0
2020,289421,390-9811,1,46,62,0,1,279.6,11.1,31.69,103,3,3.0,2,1.0
2020,289791,420-7823,0,39,100,0,0,160.5,12.8,18.19,74,3,4.0,4,1.0
2020,290221,406-7737,1,23,122,1,1,324.6,12.7,36.79,99,4,4.0,1,0.0
2020,290450,343-1538,1,27,153,0,0,277.95,15.1,31.5,124,3,5.0,1,0.0
2020,291133,415-8448,1,44,2,1,0,198.15,9.1,22.46,119,1,3.0,2,1.0
2020,291557,390-4003,0,41,130,0,0,102.6,10.4,11.63,139,4,3.0,0,0.0
2020,293282,344-9966,0,36,109,0,0,333.3,10.9,37.77,88,5,3.0,1,0.0
2020,293407,328-1768,1,60,93,1,1,281.25,12.1,31.88,127,4,4.0,1,0.0
2020,294259,378-5633,0,27,91,0,1,348.6,12.3,39.51,128,3,4.0,3,0.0
2020,294356,351-4616,0,33,115,0,1,213.15,9.6,24.16,114,4,3.0,1,0.0
2020,294402,341-4075,1,33,156,0,0,185.55,13.1,21.03,82,4,4.0,1,0.0
2020,294650,417-2035,0,33,73,0,0,319.5,13.5,36.21,89,3,4.0,0,0.0
2020,294829,346-8368,0,57,128,0,1,334.35,10.8,37.89,101,4,3.0,0,0.0
2020,294869,377-1293,0,59,135,0,0,395.7,8.4,44.85,112,2,3.0,5,1.0
2020,294876,420-9971,0,34,115,1,0,374.85,15.3,42.48,121,6,5.0,1,1.0
2020,295360,344-2416,0,32,3,0,1,101.1,11.4,11.46,93,2,4.0,2,0.0
2020,295884,339-9453,1,37,66,0,1,160.05,12.1,18.14,117,2,4.0,1,0.0
2020,297530,369-8005,1,36,161,0,0,332.55,6.5,37.69,113,4,2.0,3,0.0
2020,298925,379-2514,0,26,149,0,0,103.65,6.3,11.75,53,3,2.0,1,0.0
2020,299315,393-4086,1,38,140,0,0,224.7,8.1,25.47,124,2,3.0,1,0.0
2020,299771,374-8187,1,39,120,0,1,359.1,7.7,40.7,132,3,3.0,0,0.0
2020,300117,377-1479,0,39,111,0,1,308.25,14.0,34.94,95,4,4.0,1,0.0
2020,301154,359-2915,0,48,136,0,1,135.6,13.1,15.37,115,4,4.0,0,0.0
2020,302061,355-4992,0,42,129,1,0,401.1,5.9,45.46,146,4,2.0,1,0.0
2020,302854,404-4611,0,47,152,0,0,151.8,7.5,17.2,124,3,3.0,2,0.0
2020,302973,334-5263,0,54,79,0,0,62.85,11.4,7.12,55,5,4.0,1,0.0
2020,303264,402-3476,1,31,144,0,1,377.4,12.2,42.77,97,3,4.0,2,0.0
2020,303368,390-7930,1,24,91,0,0,231.6,11.7,26.25,81,4,4.0,5,1.0
2020,303867,376-4861,1,36,80,0,0,299.7,5.5,33.97,94,4,2.0,1,0.0
2020,304690,404-9348,1,35,58,1,1,214.2,8.9,24.28,105,4,3.0,1,0.0
2020,306659,363-9663,1,41,126,0,0,384.75,7.0,43.61,122,5,2.0,3,0.0
2020,307302,402-2482,1,45,117,0,1,331.95,4.4,37.62,87,4,2.0,0,0.0
2020,307639,414-2606,1,42,87,0,0,284.25,13.4,32.22,93,3,4.0,1,0.0
2020,308005,399-7865,0,37,93,0,0,407.4,10.9,46.17,121,3,3.0,2,0.0
2020,309090,365-2153,0,34,106,0,0,311.85,14.4,35.34,143,7,4.0,4,0.0
2020,309187,329-7347,1,35,121,0,0,255.6,11.2,28.97,87,3,4.0,0,1.0
2020,310110,374-9107,1,42,139,0,0,201.6,10.2,22.85,125,2,3.0,5,1.0
2020,310844,405-6298,0,24,132,0,0,176.4,8.8,19.99,94,5,3.0,1,0.0
2020,310937,376-4856,0,41,88,0,0,303.3,11.8,34.37,99,2,4.0,2,0.0
2020,311076,368-7555,1,36,74,1,0,188.7,14.1,21.39,143,4,4.0,1,1.0
2020,311792,374-8042,1,21,150,0,0,268.35,13.8,30.41,100,3,4.0,4,1.0
2020,313796,332-6934,1,32,78,0,0,224.55,9.7,25.45,126,8,3.0,0,0.0
2020,314042,327-3053,1,32,87,0,0,166.35,6.2,18.85,131,5,2.0,1,0.0
2020,314937,356-4832,1,38,86,0,1,235.8,8.4,26.72,109,5,3.0,3,0.0
2020,316144,347-3958,1,33,87,0,0,257.4,13.8,29.17,114,4,4.0,0,0.0
2020,316193,405-8370,0,37,30,0,0,254.85,11.4,28.88,93,7,4.0,1,0.0
2020,316925,341-4463,1,28,159,1,0,385.65,8.8,43.71,82,6,3.0,1,1.0
2020,317767,332-6633,0,30,134,0,1,214.35,10.8,24.29,96,6,3.0,1,0.0
2020,317908,421-8537,0,41,181,1,0,241.95,14.1,27.42,98,3,4.0,0,1.0
2020,318498,373-4819,1,30,164,0,0,240.9,9.0,27.3,112,3,3.0,1,0.0
2020,318596,392-4929,1,24,67,0,1,368.1,7.5,41.72,136,6,3.0,1,0.0
2020,319756,405-9384,1,30,153,0,1,353.4,15.4,40.05,103,9,5.0,0,0.0
2020,320313,333-7637,0,38,75,0,0,175.95,12.2,19.94,82,3,4.0,1,0.0
2020,320367,406-6400,1,34,125,0,0,273.45,11.6,30.99,96,7,4.0,2,0.0
2020,320845,404-5427,1,38,30,0,0,217.5,7.1,24.65,134,4,2.0,3,0.0
2020,322209,343-6374,1,57,124,1,0,366.9,11.3,41.58,114,4,4.0,1,0.0
2020,322710,362-9983,0,48,82,0,1,245.7,8.8,27.85,95,2,3.0,2,0.0
2020,322846,359-5893,1,35,174,0,0,288.15,11.4,32.66,54,4,4.0,1,0.0
2020,322987,385-5722,1,75,56,0,0,295.5,10.6,33.49,91,6,3.0,2,0.0
2020,323843,355-6930,1,27,94,0,0,265.65,5.9,30.11,108,4,2.0,1,0.0
2020,323959,383-6293,0,37,56,0,0,339.0,6.9,38.42,142,11,2.0,1,0.0
2020,324223,422-4241,1,35,90,0,0,268.8,9.2,30.46,58,6,3.0,2,0.0
2020,324254,349-2654,0,37,56,0,0,136.65,11.9,15.49,89,8,4.0,2,0.0
2020,325195,361-1581,0,58,107,0,0,184.65,9.3,20.93,82,5,3.0,0,0.0
2020,325869,361-8288,0,23,80,0,0,297.15,9.3,33.68,76,3,3.0,3,0.0
2020,325890,385-3263,0,52,117,0,1,324.0,11.8,36.72,112,4,4.0,0,0.0
2020,326499,331-7342,0,24,55,0,1,333.75,9.7,37.83,114,2,3.0,1,0.0
2020,327465,393-2812,1,31,177,0,0,127.35,7.5,14.43,66,5,3.0,2,0.0
2020,327680,366-5780,1,43,110,0,0,111.75,9.8,12.67,101,7,3.0,3,0.0
2020,328454,404-1002,0,41,148,0,1,313.8,16.5,35.56,105,4,5.0,2,0.0
2020,328695,366-5918,1,42,74,0,0,300.6,10.0,34.07,118,2,3.0,1,0.0
2020,329105,346-3445,1,39,163,0,1,329.4,13.8,37.33,88,8,4.0,2,0.0
2020,329544,379-8526,1,45,118,0,0,379.8,9.7,43.04,108,7,3.0,2,0.0
2020,330007,366-3358,1,45,98,0,0,407.1,11.1,46.14,118,6,3.0,4,1.0
2020,330054,408-3384,0,42,81,0,0,230.25,6.3,26.1,86,2,2.0,2,0.0
2020,330819,346-1095,1,39,81,0,0,249.3,13.2,28.25,68,2,4.0,4,0.0
2020,330847,411-4714,1,20,193,0,0,145.2,10.9,16.46,115,5,3.0,2,1.0
2020,331582,372-8048,0,46,128,0,1,213.45,16.0,24.19,81,6,5.0,1,0.0
2020,331980,401-3926,1,57,151,0,0,268.05,9.8,30.38,101,4,3.0,0,0.0
2020,333701,353-4296,0,50,78,0,0,243.45,10.1,27.59,100,3,3.0,2,0.0
2020,334011,351-2587,0,45,148,0,0,186.6,11.3,21.15,99,6,4.0,0,0.0
2020,334129,389-2114,0,38,100,0,0,353.7,7.3,40.09,122,1,2.0,2,0.0
2020,334134,416-1557,1,33,171,0,1,334.8,10.2,37.94,90,3,3.0,3,0.0
2020,334427,399-7268,1,33,139,0,0,354.9,11.1,40.22,118,2,3.0,1,1.0
2020,334542,383-8364,0,40,123,0,0,238.65,6.5,27.05,120,1,2.0,1,0.0
2020,334622,341-9274,1,31,132,0,1,302.85,13.7,34.32,92,5,4.0,0,0.0
2020,335573,402-5155,0,66,66,0,0,250.95,10.6,28.44,118,5,3.0,1,1.0
2020,335608,372-1824,1,39,132,0,0,244.8,6.2,27.74,90,10,2.0,1,0.0
2020,336366,376-4519,1,40,49,0,0,179.1,12.4,20.3,153,7,4.0,2,0.0
2020,336562,360-8666,1,40,210,0,0,156.9,6.5,17.78,67,8,2.0,2,0.0
2020,337636,330-9354,0,34,68,0,0,374.85,8.9,42.48,98,6,3.0,2,1.0
2020,337937,348-6720,1,43,111,0,0,198.9,12.7,22.54,101,2,4.0,4,1.0
2020,338674,410-9477,1,35,76,0,0,254.25,10.0,28.82,92,3,3.0,0,0.0
2020,338767,362-7835,1,35,71,0,0,154.95,9.0,17.56,98,2,3.0,2,0.0
2020,338916,335-9066,1,30,74,0,0,244.05,8.7,27.66,80,6,3.0,0,0.0
2020,339327,370-8463,0,42,86,0,1,332.4,9.0,37.67,105,2,3.0,1,0.0
2020,339713,376-5201,1,38,123,0,0,193.05,10.8,21.88,132,5,3.0,0,0.0
2020,339875,420-6780,1,40,1,0,1,274.65,8.4,31.13,110,2,3.0,0,0.0
2020,340645,411-4940,0,26,101,0,0,262.35,8.5,29.73,93,5,3.0,1,0.0
2020,341448,417-4063,1,49,92,0,1,251.1,11.2,28.46,110,3,4.0,4,0.0
2020,341623,377-5043,0,74,119,0,0,390.15,10.0,44.22,89,2,3.0,1,1.0
2020,341658,393-6376,0,38,150,0,1,261.6,11.0,29.65,130,4,3.0,1,0.0
2020,341742,334-1508,1,52,91,0,1,243.45,9.2,27.59,94,4,3.0,0,0.0
2020,341823,336-1462,1,32,36,0,0,303.6,10.2,34.41,127,2,3.0,3,0.0
2020,341830,356-7580,0,34,13,0,0,289.8,9.7,32.84,104,2,3.0,4,0.0
2020,344117,355-7705,0,35,44,1,0,93.45,10.8,10.59,108,3,3.0,1,0.0
2020,344612,401-5012,1,23,131,0,1,374.4,7.6,42.43,92,3,3.0,3,0.0
2020,345659,345-5639,1,51,116,0,1,345.9,11.1,39.2,76,2,3.0,0,0.0
2020,346571,383-5474,0,31,36,0,0,266.85,10.8,30.24,102,6,3.0,2,0.0
2020,346725,397-4030,1,50,97,0,0,327.0,6.4,37.06,110,8,2.0,3,0.0
2020,347053,386-6535,0,65,122,0,0,205.05,8.6,23.24,110,4,3.0,0,0.0
2020,347172,393-4949,0,29,43,0,0,252.6,11.1,28.63,102,2,3.0,1,0.0
2020,348031,417-5320,1,34,43,0,0,345.3,9.2,39.13,100,3,3.0,0,0.0
2020,348226,352-6282,0,55,107,0,1,298.35,12.6,33.81,76,4,4.0,3,0.0
2020,348566,352-7413,1,42,82,0,0,151.5,13.3,17.17,93,2,4.0,0,0.0
2020,348707,330-7483,1,57,86,0,0,264.45,6.2,29.97,78,3,2.0,0,0.0
2020,349246,351-4226,0,28,59,0,0,269.1,14.7,30.5,105,3,4.0,0,0.0
2020,349933,396-2324,1,38,64,0,0,145.8,10.4,16.52,92,6,3.0,2,0.0
2020,350259,355-3620,0,29,195,0,0,94.8,5.1,10.74,99,3,2.0,0,0.0
2020,350356,357-3709,1,25,172,0,0,317.55,6.5,35.99,136,9,2.0,1,0.0
2020,352228,363-5819,1,22,173,0,1,348.6,5.0,39.51,102,5,2.0,3,0.0
2020,353630,380-9849,0,34,91,0,1,262.95,5.6,29.8,76,11,2.0,1,0.0
2020,354808,389-4780,1,37,52,0,0,322.05,9.4,36.5,114,4,3.0,2,0.0
2020,354873,330-3589,1,33,137,0,0,261.6,10.2,29.65,121,5,3.0,0,0.0
2020,355152,373-8483,1,51,71,0,0,357.0,11.8,40.46,134,10,4.0,0,1.0
2020,355647,402-9691,0,44,109,1,1,325.8,9.3,36.92,76,3,3.0,0,0.0
2020,356699,421-9144,0,43,89,0,0,295.65,12.8,33.51,106,3,4.0,1,0.0
2020,357420,349-6567,1,25,64,0,1,231.9,13.3,26.28,99,3,4.0,1,0.0
2020,358208,401-4007,1,31,133,0,0,331.65,8.4,37.59,84,3,3.0,4,0.0
2020,358291,420-9575,0,40,123,0,0,157.5,14.9,17.85,93,5,5.0,0,0.0
2020,359598,352-7072,0,34,46,0,0,315.3,13.1,35.73,116,7,4.0,1,0.0
2020,360230,350-2832,1,28,101,0,0,286.05,8.8,32.42,111,8,3.0,1,0.0
2020,360337,383-2901,0,33,142,1,1,286.65,9.8,32.49,60,3,3.0,0,0.0
2020,360437,379-1720,0,44,133,1,0,382.05,8.0,43.3,103,3,3.0,0,1.0
2020,361315,387-5533,1,33,101,0,0,358.5,13.5,40.63,93,8,4.0,1,1.0
2020,361426,361-5225,1,34,122,0,0,52.65,12.7,5.97,58,2,4.0,1,0.0
2020,361731,386-2810,1,26,62,1,0,239.55,13.9,27.15,105,6,4.0,0,1.0
2020,361851,419-7415,1,29,86,0,0,257.7,9.7,29.21,108,5,3.0,1,0.0
2020,362438,390-8760,1,44,121,0,0,272.25,8.5,30.86,103,5,3.0,1,0.0
2020,362877,333-3447,0,37,100,0,1,369.9,13.0,41.92,109,5,4.0,1,0.0
2020,363710,406-4840,1,30,95,0,1,248.55,9.8,28.17,91,6,3.0,0,0.0
2020,363738,338-6018,0,22,106,1,1,405.45,14.4,45.95,133,7,4.0,1,1.0
2020,364187,375-3658,0,37,81,0,1,315.6,9.7,35.77,120,4,3.0,0,0.0
2020,364327,417-4810,1,77,184,0,0,354.6,13.8,40.19,94,4,4.0,1,1.0
2020,364342,383-6029,0,51,135,1,1,259.65,14.6,29.43,78,15,4.0,0,1.0
2020,364638,373-5670,1,46,90,0,0,114.15,10.8,12.94,89,3,3.0,0,0.0
2020,365200,363-1107,1,34,168,0,0,193.2,11.2,21.9,128,2,4.0,1,0.0
2020,365361,335-3110,0,33,36,0,1,229.2,9.1,25.98,74,2,3.0,1,0.0
2020,366160,398-5788,0,40,102,0,0,261.75,8.5,29.67,110,5,3.0,0,0.0
2020,366252,374-3534,0,34,120,0,1,300.45,10.5,34.05,116,4,3.0,0,0.0
2020,368286,410-3719,0,40,63,1,1,298.5,11.0,33.83,92,6,3.0,1,0.0
2020,368552,401-1252,0,31,77,0,0,358.8,10.3,40.66,81,2,3.0,5,0.0
2020,368840,391-1348,1,57,47,0,1,245.25,7.8,27.8,87,4,3.0,2,0.0
2020,368983,379-6506,1,40,98,0,1,241.8,4.4,27.4,92,8,2.0,4,0.0
2020,369661,343-9658,1,49,21,0,0,219.0,6.8,24.82,108,7,2.0,0,0.0
2020,369838,345-2108,0,40,105,0,0,369.6,3.8,41.89,151,4,2.0,0,0.0
2020,369850,355-6837,0,41,74,0,0,423.75,9.4,48.03,115,4,3.0,1,1.0
2020,371048,351-4288,1,41,145,0,0,281.85,4.8,31.94,108,4,2.0,2,0.0
2020,372977,336-4281,0,38,132,0,1,261.75,10.3,29.67,76,9,3.0,1,0.0
2020,373267,391-4652,1,37,64,0,0,243.9,14.2,27.64,122,3,4.0,1,0.0
2020,373994,348-1359,0,26,51,0,0,322.2,10.2,36.52,66,5,3.0,0,0.0
2020,374210,333-7961,0,38,157,0,0,414.3,2.2,46.95,79,4,1.0,3,0.0
2020,374303,404-3106,1,32,109,1,0,402.6,9.7,45.63,84,8,3.0,2,1.0
2020,374534,359-7562,1,55,55,1,0,331.5,9.7,37.57,117,4,3.0,1,0.0
2020,375572,365-4728,0,45,89,0,1,322.65,10.6,36.57,117,10,3.0,1,0.0
2020,376521,343-2095,0,42,65,0,0,204.15,4.4,23.14,104,2,2.0,1,0.0
2020,376966,366-8036,0,26,105,0,1,290.25,8.5,32.9,111,5,3.0,0,0.0
2020,377237,347-7741,0,44,108,0,0,267.45,14.6,30.31,102,5,4.0,0,0.0
2020,377658,358-4576,0,61,88,1,0,352.65,7.2,39.97,76,2,2.0,4,1.0
2020,378061,362-2787,1,47,101,0,1,178.35,8.2,20.21,111,5,3.0,2,0.0
2020,379166,415-4609,1,28,59,0,0,161.7,9.9,18.33,92,3,3.0,2,0.0
2020,379999,388-8670,1,48,154,0,0,250.35,7.2,28.37,89,5,2.0,0,0.0
2020,380001,398-7414,1,33,27,0,0,266.4,7.6,30.19,106,3,3.0,3,0.0
2020,380040,402-3892,1,53,118,0,0,401.7,14.4,45.53,91,11,4.0,5,1.0
2020,380297,356-9187,1,35,96,0,1,373.2,10.3,42.3,102,2,3.0,3,0.0
